device_id,device_type,manufacturer,installation_date,max_temp,min_temp
DEV_00346,pressure,SensorCorp,2022-06-12,71.7728167023476,7.452716050936704
DEV_00347,multi,SensorCorp,2022-08-17,96.96542164540742,6.562336580126853
DEV_00348,multi,IoTech,2022-09-18,89.52305642676242,-5.678797675104672
DEV_00349,pressure,IoTech,2023-03-25,96.22680172415055,6.186487965705247
DEV_00350,multi,IoTech,2023-02-28,70.00565198669746,5.72715466122963
DEV_00351,temperature,SensorCorp,2023-04-05,75.07243211067977,2.6443319550789806
DEV_00352,temperature,DataSense,2023-11-07,81.69278162279477,-2.52959646200625
DEV_00353,multi,SensorCorp,2022-10-28,81.38508710124155,-4.570024916362643
DEV_00354,multi,IoTech,2022-10-30,76.80191148770533,-5.364328194213
DEV_00355,pressure,DataSense,2022-10-14,81.448358196016,-3.627820744727856
DEV_00356,humidity,DataSense,2023-01-30,73.86546136000764,8.071168868650606
DEV_00357,multi,SensorCorp,2022-01-10,82.38283387798079,-8.447184480224374
DEV_00358,temperature,IoTech,2023-12-08,94.07062987477792,6.577425525059173
DEV_00359,pressure,SensorCorp,2023-09-22,84.37210189310053,-3.0221984991635287
DEV_00360,multi,DataSense,2022-09-27,70.54000266835645,0.43198792022716326
DEV_00361,temperature,SensorCorp,2023-08-15,82.64332124737743,5.889712672969814
DEV_00362,temperature,SensorCorp,2023-08-28,70.81525048272532,7.687530940459425
DEV_00363,humidity,IoTech,2022-12-27,98.98730232120394,-3.1043715985470595
DEV_00364,pressure,IoTech,2022-09-14,73.82361878268607,-0.7631303744977931
DEV_00365,pressure,DataSense,2022-05-13,91.23064978991856,-1.7096787036641548
DEV_00366,humidity,SensorCorp,2022-10-03,99.18328968676258,-9.734979329921789
DEV_00367,humidity,SensorCorp,2023-11-14,94.78117154999715,-4.081142222826868
DEV_00368,pressure,SensorCorp,2023-05-28,90.97946125378611,-0.8162153253487645
DEV_00369,pressure,DataSense,2022-11-09,95.183827285023,-1.7781278223912054
DEV_00370,multi,DataSense,2023-07-30,99.45396079781884,4.438584550313589
DEV_00371,multi,IoTech,2022-10-11,88.64033491760588,-2.303927655577935
DEV_00372,humidity,IoTech,2022-05-01,86.7755442048798,-0.2124710205865945
DEV_00373,multi,IoTech,2022-04-17,88.84714331389844,-1.407828157352732
DEV_00374,temperature,SensorCorp,2023-11-18,85.98027660284664,4.81252297788741
DEV_00375,multi,SensorCorp,2022-07-23,89.05267317729157,7.2594479797392495
DEV_00376,multi,IoTech,2022-06-14,83.49526623917677,0.637781580150282
DEV_00377,temperature,SensorCorp,2022-11-01,76.55329548649921,5.7886438839038235
DEV_00378,humidity,IoTech,2023-05-12,73.60741679535028,-4.064266359602988
DEV_00379,temperature,DataSense,2023-09-24,72.05022806596781,0.827392203145374
DEV_00380,multi,IoTech,2023-07-10,77.899473512596,-3.0954009266005507
DEV_00381,humidity,DataSense,2022-06-05,71.38370693007201,-1.7159814885633935
DEV_00382,multi,SensorCorp,2023-01-02,87.01512339758156,4.648277296253372
DEV_00383,temperature,IoTech,2023-12-20,78.51485341070561,7.633249646654253
DEV_00384,temperature,SensorCorp,2023-09-12,94.73604424261097,-7.570092178244692
DEV_00385,multi,DataSense,2022-09-08,72.22722618965159,2.6927851297476106
DEV_00386,pressure,DataSense,2022-11-30,76.79054483024458,1.6428761515559707
DEV_00387,pressure,DataSense,2023-10-04,91.90738441270437,-7.631699216481362
DEV_00388,temperature,SensorCorp,2023-05-26,87.96424889150474,-5.762113391197818
DEV_00389,temperature,SensorCorp,2022-10-20,71.93473813747502,-3.779950105346394
DEV_00390,pressure,SensorCorp,2022-01-20,96.31718371486602,-6.66137858364997
DEV_00391,pressure,SensorCorp,2022-10-09,96.31785288478538,-5.125410349513164
DEV_00392,multi,DataSense,2022-01-01,79.91224011627321,-4.64798402276585
DEV_00393,multi,DataSense,2022-04-29,80.21217530048693,-3.2865233392188076
DEV_00394,pressure,IoTech,2022-02-04,99.67085075050522,4.987809056023181
DEV_00395,multi,IoTech,2022-07-17,88.78528514779414,1.4382440770120137
DEV_00396,multi,SensorCorp,2023-04-30,85.93949561704177,9.724933439028028
DEV_00397,humidity,DataSense,2022-02-28,95.14456550655774,-1.7052834606505805
DEV_00398,multi,DataSense,2022-06-10,78.55871015071949,5.077301476738501
DEV_00399,temperature,DataSense,2023-11-22,82.87547780189071,7.429368427530676
DEV_00400,multi,IoTech,2022-07-25,78.03330026465002,3.579569860760838
DEV_00401,multi,IoTech,2022-01-12,93.67482539766195,-1.762705191650081
DEV_00402,pressure,DataSense,2023-05-05,87.20048036905654,5.071892614915059
DEV_00403,temperature,DataSense,2022-10-03,89.76475210420212,-5.926657244546303
DEV_00404,multi,DataSense,2023-11-24,77.5692174951822,-3.4489566963973513
DEV_00405,multi,IoTech,2022-08-30,76.60675904131945,0.933705101985776
DEV_00406,humidity,DataSense,2022-08-04,84.65123886948817,1.5081877457229673
DEV_00407,multi,DataSense,2022-09-08,92.1269724727848,-9.55717049054741
DEV_00408,multi,SensorCorp,2022-05-06,85.75719272560481,8.902283775120175
DEV_00409,humidity,SensorCorp,2022-08-05,70.97937032637006,3.9325454243478006
DEV_00410,pressure,IoTech,2022-11-02,96.05654518960867,-0.08592499536217879
DEV_00411,multi,DataSense,2022-07-04,71.94060680545395,8.662544688166168
DEV_00412,humidity,DataSense,2022-02-08,98.67473451162257,-1.2180886949834306
DEV_00413,temperature,SensorCorp,2022-08-11,70.75425874831818,9.608711405407433
DEV_00414,pressure,IoTech,2022-07-03,90.83351368392127,0.24569514486970156
DEV_00415,temperature,SensorCorp,2023-05-10,72.46621191135345,-7.714284600040411
DEV_00416,temperature,SensorCorp,2023-03-03,97.32029738305418,5.296019449185545
DEV_00417,humidity,SensorCorp,2022-06-27,83.93299708676628,3.5779545015568104
DEV_00418,multi,SensorCorp,2023-03-04,74.12571324451046,5.459734426111735
DEV_00419,humidity,DataSense,2022-10-21,80.2244709936954,9.028840574513623
DEV_00420,humidity,DataSense,2022-05-31,74.94474026040287,5.529786053020363
DEV_00421,humidity,SensorCorp,2023-01-19,75.1174573467127,2.2267320443329375
DEV_00422,humidity,IoTech,2023-09-30,98.44324960514327,7.146178047216818
DEV_00423,pressure,IoTech,2022-11-04,83.35738336854365,3.4649287870906313
DEV_00424,multi,IoTech,2022-12-02,93.66406791716079,-1.8376188634815378
DEV_00425,temperature,IoTech,2023-01-10,89.18816683533046,7.712395284835466
DEV_00426,temperature,SensorCorp,2022-01-08,90.29279087015178,-5.561990784312543
DEV_00427,multi,DataSense,2022-12-07,73.95080315416115,4.292825498174484
DEV_00428,temperature,IoTech,2022-05-09,77.02553340446457,7.631269098815139
DEV_00429,multi,SensorCorp,2023-10-31,93.60251005463311,4.626330394065924
DEV_00430,temperature,IoTech,2022-12-18,99.12298619424348,3.945508381077138
DEV_00431,humidity,IoTech,2022-12-24,77.88026927795956,5.05276588143672
DEV_00432,temperature,SensorCorp,2023-06-01,78.14706294253119,-0.6988950339871121
DEV_00433,multi,DataSense,2023-05-10,84.18691398432715,7.483413643140519
DEV_00434,multi,DataSense,2022-03-27,99.51520938566313,-5.931270497278176
DEV_00435,multi,SensorCorp,2022-06-24,78.06876837479413,-7.452271679993214
DEV_00436,multi,DataSense,2022-07-12,82.20915728902791,-4.2898243976297685
DEV_00437,multi,SensorCorp,2022-11-07,96.74440046870521,0.6315479354998637
DEV_00438,pressure,SensorCorp,2022-04-29,70.08763097864086,0.21123590818676163
DEV_00439,pressure,SensorCorp,2022-08-06,71.19297894965709,6.411975153531731
DEV_00440,temperature,DataSense,2023-03-03,88.12215031213657,-1.908626871919651
DEV_00441,multi,SensorCorp,2023-02-18,97.2214049413854,-0.3131114741698262
DEV_00442,temperature,IoTech,2022-04-24,77.16569981205782,-9.732646334812088
DEV_00443,multi,DataSense,2022-05-25,84.08925324042127,-1.8052152711412184
DEV_00444,multi,DataSense,2023-06-22,83.51395904973455,2.955484659006842
DEV_00445,pressure,DataSense,2023-10-10,84.1891403828653,-9.689833387468155
DEV_00446,pressure,DataSense,2022-10-30,88.67559087189235,-4.382360696275125
DEV_00447,humidity,IoTech,2023-08-11,84.09231288972052,-5.840872814212201
DEV_00448,pressure,DataSense,2022-12-11,83.42404423967373,-9.160291421808235
DEV_00449,humidity,DataSense,2022-01-01,84.22865261293782,-0.4147982017092495
DEV_00450,humidity,SensorCorp,2022-05-27,87.72602323813125,-6.36553413543687
DEV_00451,humidity,DataSense,2022-10-14,86.11022465054074,4.861630792627603
DEV_00452,humidity,IoTech,2023-10-16,95.62407992951513,6.95855767526697
DEV_00453,humidity,IoTech,2022-02-22,71.48490560481,0.9117036533829559
DEV_00454,temperature,IoTech,2022-10-31,94.99951214419038,9.63414685042283
DEV_00455,pressure,IoTech,2022-03-10,95.31773837835172,-0.9904285705880937
DEV_00456,humidity,DataSense,2022-12-27,78.54724064592882,0.26736420449831044
DEV_00457,multi,DataSense,2023-08-25,83.88555865047552,9.784355079155002
DEV_00458,pressure,IoTech,2022-08-08,83.15615465612306,-5.369031280699024
DEV_00459,pressure,IoTech,2023-12-05,76.55529503062391,8.850918793538106
DEV_00460,humidity,DataSense,2023-07-29,81.9039054125895,-9.143248897617735
DEV_00461,temperature,IoTech,2023-08-08,71.33163316512564,-1.0722621947361048
DEV_00462,humidity,SensorCorp,2022-06-10,78.33466218345202,-8.599929757338685
DEV_00463,temperature,IoTech,2023-11-12,94.50046526352153,4.58469485827286
DEV_00464,multi,IoTech,2022-03-30,78.53686905288693,2.1681787176003553
DEV_00465,pressure,SensorCorp,2023-11-19,94.54620006244743,4.132685269351928
DEV_00466,multi,SensorCorp,2023-08-08,85.94798393813292,-2.5103920006396603
DEV_00467,temperature,DataSense,2023-08-12,96.3958803208348,-2.6103613193723945
DEV_00468,temperature,DataSense,2022-06-08,87.24338662793245,-9.093614420782108
DEV_00469,multi,SensorCorp,2023-05-04,70.89004669194219,-3.0011012094072047
DEV_00470,temperature,SensorCorp,2022-11-20,90.26260622641267,8.585768045241188
DEV_00471,multi,DataSense,2023-09-02,71.34560704070707,-2.4154692563910203
DEV_00472,pressure,IoTech,2023-01-16,83.51791056949402,6.6273541244394
DEV_00473,multi,SensorCorp,2022-04-12,97.88280083419342,6.846510094998681
DEV_00474,pressure,DataSense,2023-05-09,74.9561181801355,-2.535176872415324
DEV_00475,multi,IoTech,2023-10-06,81.69617058824632,2.6397736079237806
DEV_00476,temperature,SensorCorp,2023-09-06,91.89580926545435,-8.092567954538827
DEV_00477,multi,IoTech,2022-01-19,96.46775668284543,-7.92642838531447
DEV_00478,temperature,DataSense,2023-03-30,90.12829014227523,-9.026846726765733
DEV_00479,multi,SensorCorp,2023-04-27,77.74519762573507,1.6203018675021887
DEV_00480,multi,IoTech,2023-08-17,90.23823558748649,-1.478580447478059
DEV_00481,humidity,SensorCorp,2023-02-01,78.9018292331227,0.9606471332848017
DEV_00482,temperature,IoTech,2022-10-06,91.55287689456206,0.4214638101677579
DEV_00483,humidity,DataSense,2022-12-31,98.62099382755122,-2.9959401781853945
DEV_00484,temperature,DataSense,2022-11-27,91.64180353318865,3.549468296469458
DEV_00485,humidity,SensorCorp,2023-10-03,95.88641508737237,5.1700376183278145
DEV_00486,pressure,IoTech,2022-12-10,70.0631152952765,-9.707434822446485
DEV_00487,multi,SensorCorp,2023-03-31,91.52716374194783,-5.855154004622434
DEV_00488,temperature,SensorCorp,2023-08-24,94.8876267059575,4.264717361666737
DEV_00489,temperature,IoTech,2023-12-26,71.21676212634044,-2.2675965473233166
DEV_00490,multi,IoTech,2023-10-17,96.14793181864692,3.2496789388321634
DEV_00491,temperature,IoTech,2022-03-06,77.70082684930138,-3.060746805308831
DEV_00492,temperature,DataSense,2022-03-17,89.95876305934166,-2.184896953407258
DEV_00493,humidity,SensorCorp,2023-12-12,94.0106463707022,-6.826422526206302
DEV_00494,temperature,SensorCorp,2022-05-23,89.87993539178066,-4.835379606676799
DEV_00495,pressure,DataSense,2023-08-28,72.76854376219772,2.108235150151746
DEV_00496,pressure,IoTech,2023-04-18,87.88964556581105,-1.3367377736966723
DEV_00497,multi,DataSense,2023-02-21,86.48750970166431,5.486053658891903
DEV_00498,temperature,DataSense,2022-11-01,97.00963804222815,7.0516990987668535
DEV_00499,multi,DataSense,2023-05-12,82.12719188932627,0.8329283643351975
DEV_00500,pressure,SensorCorp,2022-10-18,79.6324329126115,5.165345841121184
DEV_00501,temperature,DataSense,2022-04-12,92.49552293309398,-3.8619097361085997
DEV_00502,temperature,SensorCorp,2022-09-24,82.3802597825019,-1.700575691998436
DEV_00503,multi,SensorCorp,2023-09-14,89.38288525015189,4.255553524336619
DEV_00504,pressure,SensorCorp,2022-01-03,89.3935027037382,-2.2757601436593866
DEV_00505,temperature,IoTech,2022-03-26,96.64117193080354,1.7700987031797766
DEV_00506,multi,SensorCorp,2022-11-24,87.96077206957293,-6.29254441834977
DEV_00507,pressure,SensorCorp,2023-03-26,85.06460829885961,1.99542629940996
DEV_00508,multi,IoTech,2023-03-30,74.16613979189552,7.230274144537873
DEV_00509,humidity,SensorCorp,2023-09-21,73.47212820036115,7.372792796468513
DEV_00510,temperature,DataSense,2022-08-09,74.62964695849239,4.486888126590793
DEV_00511,humidity,DataSense,2022-06-03,75.15545443981284,4.915067581522521
DEV_00512,pressure,SensorCorp,2023-10-27,89.13631277990902,1.1585489030140135
DEV_00513,humidity,IoTech,2022-01-12,92.22943750823735,1.6933618033164954
DEV_00514,humidity,DataSense,2022-05-13,85.89974568779256,-7.32698837178964
DEV_00515,pressure,IoTech,2022-10-31,94.87053197636473,-1.122816231573978
DEV_00516,multi,IoTech,2022-10-20,99.737896802009,-0.9844743222727246
DEV_00517,humidity,DataSense,2022-10-27,94.60037887358068,9.169956713354804
DEV_00518,multi,IoTech,2022-02-12,90.84647121027878,-1.3782627475342117
DEV_00519,humidity,DataSense,2022-12-09,85.9747809831144,0.9868528980551527
DEV_00520,multi,IoTech,2022-11-22,83.46559215024125,0.66502798558205
DEV_00521,pressure,DataSense,2023-05-13,72.53177141633627,2.7352343408865423
DEV_00522,humidity,SensorCorp,2022-12-30,81.98106245184073,4.964656626637918
DEV_00523,pressure,DataSense,2023-03-03,97.30403910346402,-5.4991624765825575
DEV_00524,humidity,DataSense,2022-01-21,94.24067889719659,0.5744883819687132
DEV_00525,pressure,DataSense,2023-02-11,76.48154095035062,6.518354146320608
DEV_00526,pressure,DataSense,2023-09-11,83.99823354091647,-0.7377057232497712
DEV_00527,humidity,IoTech,2022-12-02,94.50169607675633,-4.43084907252854
DEV_00528,humidity,SensorCorp,2022-04-27,72.02153664356568,3.094181507125981
DEV_00529,humidity,DataSense,2022-05-04,81.62177757005978,6.475347915982461
DEV_00530,temperature,IoTech,2023-02-03,95.55523710621843,-8.737194141452173
DEV_00531,multi,SensorCorp,2023-12-16,82.11693592510372,5.535809668144543
DEV_00532,temperature,SensorCorp,2022-02-20,72.32843934194322,6.432958659235425
DEV_00533,temperature,SensorCorp,2022-11-20,86.27603105596754,-0.769541448227864
DEV_00534,pressure,SensorCorp,2022-05-21,95.85227484754886,9.666113136369347
DEV_00535,humidity,DataSense,2023-04-15,87.7085662885948,5.734166814146182
DEV_00536,multi,DataSense,2022-11-30,76.78837324642696,5.473251297913315
DEV_00537,pressure,IoTech,2023-01-08,81.52718860412143,4.956771488241436
DEV_00538,temperature,IoTech,2023-07-18,83.50370083545796,-6.98783793563452
DEV_00539,humidity,IoTech,2023-05-09,87.37799061461581,-5.655382270939784
DEV_00540,pressure,SensorCorp,2023-06-23,92.78053077257839,-0.7201973707114995
DEV_00541,humidity,SensorCorp,2023-10-31,72.96620852921906,-4.719913000810683
DEV_00542,pressure,DataSense,2022-06-05,96.68956099052699,-1.6951805533191902
DEV_00543,humidity,SensorCorp,2022-10-18,70.36929109048226,7.769282198458413
DEV_00544,temperature,SensorCorp,2023-10-10,81.10157004022766,6.486537837585384
DEV_00545,multi,SensorCorp,2022-05-24,70.82260929917973,2.600797569599644
DEV_00546,temperature,IoTech,2022-04-16,81.78922676035873,7.16240788502207
DEV_00547,multi,IoTech,2023-02-24,85.77437796619971,5.675447780344985
DEV_00548,humidity,DataSense,2023-11-01,85.35044159744535,-1.4203013631821904
DEV_00549,pressure,SensorCorp,2023-10-20,74.96885041084796,-5.978696959001097
DEV_00550,temperature,SensorCorp,2022-01-02,89.37221530286837,0.28402080018678433
DEV_00551,multi,DataSense,2023-08-12,71.34335351514005,4.724577650571003
DEV_00552,temperature,SensorCorp,2023-10-06,92.85720460397246,-1.27160802540814
DEV_00553,multi,SensorCorp,2022-03-31,98.39933301980639,3.335438195677945
DEV_00554,temperature,IoTech,2022-12-11,80.19306481453354,-8.113451474179127
DEV_00555,multi,DataSense,2022-12-16,85.51718145142996,4.960094727428068
DEV_00556,multi,DataSense,2023-04-04,81.36730834176443,6.254272397861239
DEV_00557,humidity,DataSense,2022-09-20,70.2013117091218,4.136757115610823
DEV_00558,multi,DataSense,2022-12-17,81.57623508685347,9.34527175052731
DEV_00559,humidity,IoTech,2022-04-18,93.75160777784039,6.533041149212806
DEV_00560,multi,IoTech,2023-08-09,87.87966526550446,8.061874557530764
DEV_00561,pressure,SensorCorp,2022-02-08,73.03779743845477,8.671421669152963
DEV_00562,pressure,SensorCorp,2022-06-08,95.41418469081356,6.02695983747617
DEV_00563,pressure,SensorCorp,2023-08-06,85.93256034655728,3.4851768401299825
DEV_00564,multi,SensorCorp,2022-11-08,95.25170085234028,-9.885628372784215
DEV_00565,humidity,IoTech,2022-08-29,87.40664556355088,-0.683484935537507
DEV_00566,humidity,DataSense,2023-03-21,86.7906533451382,1.4232459724472193
DEV_00567,multi,IoTech,2022-10-25,73.15777555591038,-3.919394551040007
DEV_00568,pressure,SensorCorp,2022-02-05,75.02079199415884,-3.6379110619305592
DEV_00569,pressure,IoTech,2022-03-25,99.16075769489774,9.223188314203302
DEV_00570,humidity,DataSense,2023-03-28,76.85460240264312,7.834217304054917
DEV_00571,pressure,DataSense,2023-01-20,99.32356353971105,6.983580110034083
DEV_00572,temperature,IoTech,2022-06-21,85.9573811957279,-1.8797639658777872
DEV_00573,humidity,IoTech,2023-01-11,74.07367141191811,-9.726028991821709
DEV_00574,pressure,IoTech,2023-11-16,72.97906608261079,-8.395555070885719
DEV_00575,humidity,SensorCorp,2022-12-28,76.2659221211722,-3.756072635647927
DEV_00576,temperature,IoTech,2023-07-13,97.76911990076007,-9.685141740086461
DEV_00577,humidity,IoTech,2022-05-21,82.4245067298468,-9.657004361696037
DEV_00578,humidity,IoTech,2022-04-28,81.86302803978742,8.332066032848221
DEV_00579,humidity,DataSense,2022-10-04,79.39618783210523,4.123170042381082
DEV_00580,humidity,DataSense,2023-12-27,74.41185551699765,-3.8208801986369467
DEV_00581,temperature,SensorCorp,2022-08-08,84.6355359157722,-7.347108447980936
DEV_00582,multi,SensorCorp,2022-01-26,73.90143347533416,0.2327143579015427
DEV_00583,humidity,DataSense,2023-06-05,95.06440709146983,-9.893076782912711
DEV_00584,humidity,DataSense,2022-01-10,81.1119095882592,8.768274877162881
DEV_00585,pressure,DataSense,2023-01-13,81.24410703345389,-1.703697612221056
DEV_00586,humidity,IoTech,2023-09-25,84.22019285449468,-1.9533008952533457
DEV_00587,pressure,IoTech,2023-09-29,83.32383139497254,-2.1881278483643563
DEV_00588,multi,DataSense,2023-11-13,99.84573919177964,-8.613433392244705
DEV_00589,temperature,IoTech,2023-08-07,86.36143363654908,2.766444795836531
DEV_00590,temperature,IoTech,2022-06-01,72.64605111369612,4.660072392567066
DEV_00591,multi,SensorCorp,2023-12-21,88.2063202473079,3.522507951765805
DEV_00592,temperature,DataSense,2022-02-18,74.5475287860964,-7.231290133412114
DEV_00593,multi,DataSense,2022-06-03,70.92812934194026,1.5768033607118515
DEV_00594,multi,IoTech,2022-10-20,99.12226461031744,1.3896896834450772
DEV_00595,multi,DataSense,2023-08-03,93.20616674603691,7.368215758827642
DEV_00596,temperature,SensorCorp,2022-02-19,99.40326977241301,-2.4174468324870606
DEV_00597,pressure,SensorCorp,2023-10-26,84.33635344066727,-2.5702811268113157
DEV_00598,multi,SensorCorp,2023-06-15,85.96772593446929,2.370541174363712
DEV_00599,humidity,DataSense,2023-09-04,75.0501086775739,2.6614530699902605
DEV_00600,temperature,DataSense,2022-03-01,77.40722280002757,-0.6142954534841927
DEV_00601,multi,DataSense,2022-06-16,95.15647644708484,-1.1388127533915782
DEV_00602,multi,DataSense,2022-07-21,80.68556941352783,-0.11704658724234562
DEV_00603,humidity,DataSense,2022-05-26,94.80444921389257,7.220905990066239
DEV_00604,pressure,SensorCorp,2023-11-07,91.27041172861095,-0.7766619749217991
DEV_00605,pressure,IoTech,2023-03-15,75.31512775815597,8.79863583939645
DEV_00606,pressure,SensorCorp,2022-08-30,85.22339098359227,0.0800752719265212
DEV_00607,multi,DataSense,2023-08-04,90.3216196455615,8.984013863617829
DEV_00608,multi,SensorCorp,2023-11-18,77.05111644411475,6.656638037381516
DEV_00609,multi,DataSense,2023-07-15,94.9206553156023,-2.751373547683418
DEV_00610,temperature,DataSense,2023-04-28,86.34482972635561,7.272828425932321
DEV_00611,humidity,SensorCorp,2022-04-18,74.9572615132781,-7.798734315977695
DEV_00612,multi,DataSense,2022-08-14,87.48953278493808,8.500943506860288
DEV_00613,humidity,IoTech,2023-11-04,99.99141412467742,2.6328703016578316
DEV_00614,humidity,DataSense,2023-09-23,74.5156447499024,-8.912185029553775
DEV_00615,pressure,IoTech,2023-10-23,94.50270790358584,2.8851344730162314
DEV_00616,temperature,IoTech,2023-10-24,76.21927009562674,9.484953082895121
DEV_00617,multi,DataSense,2023-03-08,93.47164988380263,-8.603986907707421
DEV_00618,pressure,SensorCorp,2023-10-17,92.0373376936424,1.0937541956017256
DEV_00619,pressure,IoTech,2023-02-23,79.01468156801297,4.9558869951874485
DEV_00620,multi,SensorCorp,2023-03-31,79.77469352693349,6.205171733990625
DEV_00621,humidity,IoTech,2022-06-09,93.77564175888757,-1.723450693584084
DEV_00622,pressure,DataSense,2023-06-07,83.84336535661939,-5.9166688166351395
DEV_00623,humidity,DataSense,2023-10-12,91.92454086135426,-9.153154424552323
DEV_00624,temperature,IoTech,2023-08-13,74.43952442097505,1.5945231419444958
DEV_00625,humidity,DataSense,2022-03-18,95.5767334570466,-0.9417785946477846
DEV_00626,temperature,IoTech,2023-05-24,91.32654150046957,8.974887902994219
DEV_00627,humidity,DataSense,2023-03-17,97.20828426504502,-8.787901845701803
DEV_00628,pressure,SensorCorp,2022-09-11,73.97117137104917,3.707906868920114
DEV_00629,pressure,DataSense,2022-11-16,87.79043501081793,-9.500675557598857
DEV_00630,temperature,SensorCorp,2022-09-20,87.97361755120976,-6.571316465789145
DEV_00631,multi,DataSense,2023-08-20,80.60382221640347,-0.9284200015433175
DEV_00632,temperature,SensorCorp,2023-10-20,83.75399273707774,-0.9025511439426364
DEV_00633,temperature,DataSense,2023-07-08,71.13944689869561,3.7140108586728786
DEV_00634,humidity,SensorCorp,2023-01-09,92.37580115881036,8.204260697355132
DEV_00635,humidity,IoTech,2023-09-29,86.47967438209523,2.7806431782984156
DEV_00636,temperature,IoTech,2022-06-16,71.73223155607522,9.070701957030177
DEV_00637,pressure,SensorCorp,2023-04-04,90.42267678881457,7.632312797559951
DEV_00638,humidity,DataSense,2022-10-07,84.00346231693564,1.6899959106158047
DEV_00639,multi,SensorCorp,2023-12-01,71.03383778275,6.675839018376546
DEV_00640,humidity,DataSense,2022-10-29,99.08823180544286,2.8515522064726806
DEV_00641,humidity,IoTech,2023-06-15,98.47336429268321,-8.428843381525457
DEV_00642,multi,DataSense,2023-08-03,85.38707248441592,4.811294465190199
DEV_00643,temperature,IoTech,2022-08-06,72.8101726211773,-8.101831174653075
DEV_00644,multi,DataSense,2022-04-12,92.63863664795775,1.8816556113942475
DEV_00645,temperature,DataSense,2023-07-08,84.75793300317187,4.052804117164577
DEV_00646,temperature,DataSense,2022-10-15,79.0734243486814,-8.669447835782895
DEV_00647,temperature,SensorCorp,2022-06-16,84.7425453258567,-5.384106921469365
DEV_00648,multi,SensorCorp,2023-09-13,85.67332436216394,8.313444645232998
DEV_00649,temperature,IoTech,2022-02-05,86.88135097067018,2.3262898446579268
DEV_00650,pressure,IoTech,2022-12-19,83.23671140965979,-5.074279623789368
DEV_00651,multi,SensorCorp,2023-11-07,88.1726590941717,3.813595422960132
DEV_00652,pressure,IoTech,2022-03-14,97.56204131819132,1.9355283992337924
DEV_00653,temperature,SensorCorp,2023-10-10,80.86804261295774,0.0315139983589674
DEV_00654,humidity,DataSense,2022-12-19,91.77149389659847,9.523739499761675
DEV_00655,temperature,IoTech,2022-03-11,96.83357670472697,3.669075548150179
DEV_00656,pressure,IoTech,2023-03-01,83.6793782727981,-2.4911778066417467
DEV_00657,pressure,SensorCorp,2023-12-09,83.30367509145712,6.001468641537361
DEV_00658,multi,IoTech,2023-07-15,88.06350956064338,7.691665858423754
DEV_00659,humidity,IoTech,2023-10-04,87.74220278267464,-7.495588809663372
DEV_00660,multi,DataSense,2023-06-01,94.19768026978831,-5.98894044309467
DEV_00661,pressure,IoTech,2023-03-04,84.29450151334878,-5.6754598174444055
DEV_00662,temperature,DataSense,2023-06-23,99.88368848918324,3.8242361877308078
DEV_00663,humidity,SensorCorp,2022-06-09,71.78414706601842,2.060791101065666
DEV_00664,temperature,IoTech,2022-05-29,70.09503545742105,2.3798312939717636
DEV_00665,temperature,DataSense,2022-08-18,89.20594934678871,8.81546599379002
DEV_00666,humidity,SensorCorp,2023-12-13,78.9530473708563,5.51823065614612
DEV_00667,multi,IoTech,2023-07-16,77.21147166098451,-7.441261509764336
DEV_00668,temperature,SensorCorp,2022-03-08,79.35697240012841,-3.049858351496379
DEV_00669,pressure,IoTech,2023-01-16,77.68142695314863,-1.2921270764852881
DEV_00670,temperature,SensorCorp,2022-02-27,70.92370148981344,-2.080768225047902
DEV_00671,humidity,SensorCorp,2022-09-16,99.14599127171766,3.3861721832375835
DEV_00672,humidity,DataSense,2022-12-08,76.62236465358345,7.837862065131251
DEV_00673,humidity,SensorCorp,2022-05-10,92.02089287767919,-3.87897072954424
DEV_00674,multi,IoTech,2023-12-28,92.87789184082526,1.0375427284237126
DEV_00675,temperature,IoTech,2022-06-21,97.87772194021687,5.788188438271714
DEV_00676,multi,DataSense,2023-09-06,70.9164837128014,-1.6756388230930135
DEV_00677,multi,IoTech,2022-07-28,96.16145015341023,-6.637637432014083
DEV_00678,humidity,IoTech,2022-12-20,85.81678542519401,-0.500980694725035
DEV_00679,humidity,IoTech,2023-04-16,88.97632329897483,-8.895549585139431
DEV_00680,multi,SensorCorp,2022-04-26,89.334108313631,8.847669080045538
DEV_00681,temperature,SensorCorp,2022-09-21,94.59393414954182,-8.50357589610054
DEV_00682,pressure,IoTech,2023-10-24,80.00221966477332,-1.2308656949884362
DEV_00683,multi,DataSense,2023-03-18,91.9915356957998,0.5976252217705245
DEV_00684,temperature,SensorCorp,2023-07-02,85.85734329166591,9.70607664574571
DEV_00685,humidity,DataSense,2023-03-29,93.80182042916043,-6.6795635271427845
DEV_00686,humidity,IoTech,2023-04-22,99.716380983104,-7.711369627752829
DEV_00687,temperature,IoTech,2022-10-14,76.01953052211283,-9.825877058749128
DEV_00688,pressure,SensorCorp,2022-10-30,99.83945924679993,-6.888571262613954
DEV_00689,humidity,IoTech,2022-11-07,72.69436462848321,-5.854540418646648
DEV_00690,humidity,SensorCorp,2022-07-27,70.06952643714442,2.611618831661847
DEV_00691,humidity,IoTech,2023-09-10,71.32485808533494,-5.6058641921719925
DEV_00692,temperature,IoTech,2023-03-22,80.25347214210285,-9.589583705413496
